City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,Hambantota,6.1241,81.1185,79.29,83,99,18.68,LK,2022-09-30 18:21:39
276,Gorontalo,0.5412,123.0595,74.37,95,73,2.13,ID,2022-09-30 18:21:40
277,Camopi,3.1655,-52.3158,95.09,33,71,3.38,GF,2022-09-30 18:21:40
278,Saskylakh,71.9167,114.0833,21.99,94,91,4.12,RU,2022-09-30 18:21:41
279,Mogadishu,2.0371,45.3438,77.97,78,11,12.97,SO,2022-09-30 18:17:00
280,Kankon,15.0167,74.0167,76.8,90,100,3.87,IN,2022-09-30 18:21:41
281,Omboue,-1.5746,9.2618,76.84,83,85,7.36,GA,2022-09-30 18:21:42
282,Eyl,7.9803,49.8164,77.31,81,3,20.51,SO,2022-09-30 18:21:42
283,Ouadda,8.0777,22.4007,70.9,90,96,1.99,CF,2022-09-30 18:21:43
284,Paamiut,61.994,-49.6678,37.33,72,96,6.33,GL,2022-09-30 18:21:43
285,Shaowu,27.3409,117.4831,76.15,64,1,2.39,CN,2022-09-30 18:21:44
286,Porto Novo,6.4965,2.6036,78.62,91,95,4.85,BJ,2022-09-30 18:21:44
287,Kendari,-3.945,122.4989,76.21,89,98,1.61,ID,2022-09-30 18:21:45
288,Ukiah,39.1502,-123.2078,85.66,41,0,3.44,US,2022-09-30 18:21:45
289,Port Elizabeth,-33.918,25.5701,64.69,94,20,9.22,ZA,2022-09-30 18:21:46
290,Kuusamo,65.9667,29.1833,35.64,93,100,3.44,FI,2022-09-30 18:21:46
291,Kamenka,51.3223,42.7678,59.07,70,71,6.91,RU,2022-09-30 18:21:46
292,Mananara,-16.1667,49.7667,64.87,85,0,4.21,MG,2022-09-30 18:21:47
293,Satipo,-11.2522,-74.6386,69.64,94,100,1.88,PE,2022-09-30 18:21:47
294,Provideniya,64.3833,-173.3,34.97,71,58,12.35,RU,2022-09-30 18:21:47
295,Tuktoyaktuk,69.4541,-133.0374,30.2,100,100,14.97,CA,2022-09-30 18:21:48
296,Valparaiso,-33.0393,-71.6273,73.63,78,0,13.8,CL,2022-09-30 18:21:48
297,Santana,-0.0583,-51.1817,95.18,55,75,12.66,BR,2022-09-30 18:21:49
298,Tanda,26.55,82.65,79.27,68,0,2.17,IN,2022-09-30 18:21:49
299,Simpang,-1.2667,104.0833,75.22,94,67,2.06,ID,2022-09-30 18:21:50
300,Dayong,25.0209,118.2898,73.85,94,11,1.9,CN,2022-09-30 18:21:50
301,Pietermaritzburg,-29.6168,30.3928,65.68,84,36,3.02,ZA,2022-09-30 18:21:51
302,Crossville,35.949,-85.0269,70.02,44,0,6.91,US,2022-09-30 18:21:06
303,Bacabal,-4.2917,-44.7917,104.05,20,92,4.81,BR,2022-09-30 18:21:51
304,Zheleznodorozhnyy,55.7503,38.0042,57.42,96,84,6.04,RU,2022-09-30 18:21:52
305,Timbiqui,2.7717,-77.6654,80.1,81,78,8.1,CO,2022-09-30 18:21:52
306,Tagab,34.855,69.6492,69.48,25,0,5.99,AF,2022-09-30 18:21:52
307,Conceicao Do Araguaia,-8.2578,-49.2647,104.72,16,88,5.82,BR,2022-09-30 18:21:53
308,Lakes Entrance,-37.8811,147.981,46.17,79,67,9.1,AU,2022-09-30 18:21:53
309,Lasa,46.6166,10.7002,54.48,97,100,1.72,IT,2022-09-30 18:21:54
310,Linhai,28.85,121.1167,76.93,65,25,1.92,CN,2022-09-30 18:21:54
311,Krasnoselkup,65.7,82.4667,32.27,79,100,7.94,RU,2022-09-30 18:21:54
312,Keti Bandar,24.1447,67.4497,81.23,68,6,13.02,PK,2022-09-30 18:22:55
313,Goderich,43.7501,-81.7165,61.12,59,0,8.05,CA,2022-09-30 18:22:56
314,Jacksonville,30.3322,-81.6556,75.45,63,75,17.27,US,2022-09-30 18:20:56
315,Haapiti,-17.5667,-149.8667,80.33,72,10,12.86,PF,2022-09-30 18:22:57
316,Saint George,37.1041,-113.5841,85.42,36,0,1.99,US,2022-09-30 18:19:44
317,Ronnede,55.2571,12.0212,51.6,84,39,9.64,DK,2022-09-30 18:22:57
318,Verkhoyansk,67.5447,133.385,23.94,97,100,2.73,RU,2022-09-30 18:22:58
319,Bonavista,48.6499,-53.1147,54.86,67,22,4.79,CA,2022-09-30 18:22:58
320,Kuruman,-27.4524,23.4325,77.0,22,4,10.98,ZA,2022-09-30 18:22:59
321,Aloleng,16.1307,119.7824,79.34,83,87,8.05,PH,2022-09-30 18:22:59
322,Rovnoye,50.7765,46.0509,60.01,77,99,4.16,RU,2022-09-30 18:23:00
323,Codrington,-38.2667,141.9667,43.14,96,54,7.0,AU,2022-09-30 18:21:54
324,Nuuk,64.1835,-51.7216,36.21,80,40,5.75,GL,2022-09-30 18:20:46
325,Mecca,21.4267,39.8261,85.75,53,0,2.39,SA,2022-09-30 18:23:00
326,Perth,-31.9333,115.8333,64.67,58,0,8.05,AU,2022-09-30 18:23:01
327,Verkhnetulomskiy,68.6073,31.7962,33.93,76,87,1.52,RU,2022-09-30 18:23:02
328,Haljala,59.4336,26.2614,43.83,92,55,8.37,EE,2022-09-30 18:23:02
329,Langfang,39.5097,116.6947,70.16,55,74,6.11,CN,2022-09-30 18:23:02
330,Montevideo,-34.8335,-56.1674,62.62,63,75,11.5,UY,2022-09-30 18:19:16
331,Port Hueneme,34.1478,-119.1951,83.75,72,100,6.91,US,2022-09-30 18:23:03
332,Camalu,30.85,-116.0667,74.35,68,6,8.97,MX,2022-09-30 18:23:04
333,Notse,6.95,1.1667,75.61,88,99,2.66,TG,2022-09-30 18:23:05
334,Westport,41.1415,-73.3579,65.08,61,0,6.91,US,2022-09-30 18:18:24
335,Lloro,5.4961,-76.5495,84.15,88,100,5.39,CO,2022-09-30 18:23:06
336,Kiama,-34.6833,150.8667,59.0,92,96,1.99,AU,2022-09-30 18:23:06
337,Calvinia,-31.4707,19.776,56.37,41,54,5.28,ZA,2022-09-30 18:23:07
338,Vestmannaeyjar,63.4427,-20.2734,52.79,87,20,6.91,IS,2022-09-30 18:23:07
339,Srednekolymsk,67.45,153.6833,28.15,84,100,11.56,RU,2022-09-30 18:23:07
340,Tsiroanomandidy,-18.7667,46.0333,71.42,60,0,2.95,MG,2022-09-30 18:23:08
341,Mae Hong Son,19.3003,97.9685,74.55,100,100,0.65,TH,2022-09-30 18:23:08
342,Malyn,50.7723,29.2383,59.36,83,100,2.93,UA,2022-09-30 18:23:08
343,Caranavi,-15.8167,-67.55,79.5,47,88,4.45,BO,2022-09-30 18:23:09
344,Bilibino,68.0546,166.4372,24.93,91,100,2.06,RU,2022-09-30 18:23:09
345,Kayasula,44.325,45.0,71.78,52,16,9.8,RU,2022-09-30 18:21:10
346,Cukai,4.25,103.4167,77.92,85,59,3.27,MY,2022-09-30 18:23:10
347,Manakara,-22.1333,48.0167,66.15,80,0,6.8,MG,2022-09-30 18:23:10
348,Bathsheba,13.2167,-59.5167,86.61,79,40,13.8,BB,2022-09-30 18:23:11
349,Talara,-4.5772,-81.2719,74.16,60,0,17.27,PE,2022-09-30 18:23:11
350,Nishihara,26.1842,127.7558,79.88,84,0,5.75,JP,2022-09-30 18:18:40
351,Vila,42.0304,-8.1588,53.71,70,95,3.0,PT,2022-09-30 18:23:12
352,Fuerte Olimpo,-21.0415,-57.8738,78.87,61,96,3.56,PY,2022-09-30 18:23:12
353,Anloga,5.7947,0.8973,78.26,85,53,13.24,GH,2022-09-30 18:23:13
354,Boyolangu,-8.1181,111.8935,76.26,92,100,5.82,ID,2022-09-30 18:23:13
355,Zyryanka,65.75,150.85,27.93,75,100,15.95,RU,2022-09-30 18:23:14
356,Barranco,9.5167,-82.7,87.91,68,77,3.96,PA,2022-09-30 18:23:15
357,Kumher,27.3167,77.3667,82.27,59,2,6.17,IN,2022-09-30 18:23:15
358,Lantawan,10.6167,123.9833,78.49,87,99,2.91,PH,2022-09-30 18:23:16
359,Margate,51.3813,1.3862,57.69,91,100,5.99,GB,2022-09-30 18:21:45
360,Balkanabat,39.5108,54.3671,74.48,60,0,0.2,TM,2022-09-30 18:24:17
361,Basoko,1.2391,23.616,75.96,81,59,3.02,CD,2022-09-30 18:24:18
362,Akniste,56.1615,25.7478,50.23,68,82,3.13,LV,2022-09-30 18:24:18
363,Saint-Leu,-21.15,55.2833,67.06,78,24,10.2,RE,2022-09-30 18:24:19
364,Bridlington,54.0831,-0.1919,55.33,88,100,25.68,GB,2022-09-30 18:24:20
365,Taoudenni,22.6783,-3.9836,94.12,11,0,15.77,ML,2022-09-30 18:24:21
366,Portland,45.5234,-122.6762,63.9,83,100,5.01,US,2022-09-30 18:21:51
367,Road Town,18.4167,-64.6167,84.29,79,40,5.75,VG,2022-09-30 18:20:16
368,Pitimbu,-7.4706,-34.8086,84.79,68,99,16.96,BR,2022-09-30 18:24:22
369,Kribi,2.95,9.9167,77.81,86,65,6.04,CM,2022-09-30 18:24:22
370,Joshimath,30.5667,79.5667,62.71,80,50,2.44,IN,2022-09-30 18:24:23
371,San Juan,-31.5375,-68.5364,74.98,27,1,6.11,AR,2022-09-30 18:24:23
372,Praya,14.9215,-23.5087,84.74,84,20,17.27,CV,2022-09-30 18:24:23
373,Parry Sound,45.3501,-80.033,60.85,59,7,6.38,CA,2022-09-30 18:23:48
374,Markova,48.6758,24.4138,58.78,78,85,5.55,UA,2022-09-30 18:24:24
375,Nipawin,53.3668,-104.0009,53.64,94,100,10.36,CA,2022-09-30 18:24:25
376,Pahalgam,34.0333,75.3333,51.22,77,15,3.02,IN,2022-09-30 18:24:26
377,Kalga,50.9251,118.898,32.02,80,28,2.71,RU,2022-09-30 18:24:26
378,Victor Harbor,-35.5667,138.6167,53.67,93,58,3.4,AU,2022-09-30 18:24:26
379,Nikitinskiy,54.5845,86.0115,24.53,98,30,4.27,RU,2022-09-30 18:24:27
380,Harnai,30.1005,67.9374,79.66,35,0,0.07,PK,2022-09-30 18:24:28
381,Les Cayes,18.2,-73.75,84.99,66,24,8.08,HT,2022-09-30 18:24:29
382,Barinas,8.6226,-70.2075,84.15,55,100,1.77,VE,2022-09-30 18:24:31
383,Boone,39.0334,-92.3335,72.79,30,0,7.43,US,2022-09-30 18:24:32
384,Sobolevo,54.4299,31.8996,50.99,85,99,0.72,RU,2022-09-30 18:24:32
385,Gwadar,25.1216,62.3254,80.15,72,0,9.84,PK,2022-09-30 18:24:33
386,Synya,65.3718,58.0387,32.81,59,99,10.18,RU,2022-09-30 18:24:33
387,Chake Chake,-5.2459,39.7666,73.89,82,5,8.37,TZ,2022-09-30 18:24:34
388,Wakkanai,45.4094,141.6739,66.79,87,29,27.98,JP,2022-09-30 18:24:34
389,College,64.8569,-147.8028,44.8,85,75,4.61,US,2022-09-30 18:24:35
390,Tuatapere,-46.1333,167.6833,33.15,91,12,4.38,NZ,2022-09-30 18:24:36
391,Mukhen,48.1,136.1,50.05,97,94,2.08,RU,2022-09-30 18:24:36
392,Kota Belud,6.351,116.4305,77.14,86,98,4.25,MY,2022-09-30 18:24:37
393,Pirajui,-21.9986,-49.4572,80.76,50,86,6.2,BR,2022-09-30 18:24:37
394,Hovd,48.0056,91.6419,26.24,31,0,3.6,MN,2022-09-30 18:24:38
395,Qaqortoq,60.7167,-46.0333,39.76,70,83,6.22,GL,2022-09-30 18:24:38
396,General Bravo,25.8,-99.1667,85.86,32,0,5.59,MX,2022-09-30 18:24:39
397,Angoche,-16.2325,39.9086,75.38,75,0,10.38,MZ,2022-09-30 18:24:39
398,Ubinskoye,55.3068,79.6802,29.98,88,84,6.8,RU,2022-09-30 18:24:40
399,Reconquista,-29.15,-59.65,77.16,34,0,5.39,AR,2022-09-30 18:24:40
400,Udachnyy,66.4167,112.4,15.85,97,96,4.16,RU,2022-09-30 18:24:23
401,Collie,-33.3667,116.15,47.1,90,0,4.38,AU,2022-09-30 18:24:41
402,Tawang,27.5833,91.8667,49.86,91,27,4.18,IN,2022-09-30 18:24:41
403,Ahuimanu,21.4447,-157.8378,82.17,73,20,9.22,US,2022-09-30 18:25:42
404,Kibala,9.1104,18.3463,75.65,86,42,3.22,TD,2022-09-30 18:25:42
405,Vihari,30.0333,72.35,81.68,30,0,6.42,PK,2022-09-30 18:25:43
406,Motala,58.5371,15.0365,51.57,76,88,9.08,SE,2022-09-30 18:25:43
407,Shambu,9.5667,37.1,51.51,95,43,3.87,ET,2022-09-30 18:25:43
408,Binzhou,37.3667,118.0167,68.32,65,96,5.57,CN,2022-09-30 18:25:44
409,Deputatskiy,69.3,139.9,7.83,97,98,1.99,RU,2022-09-30 18:25:44
410,Muisne,0.6,-80.0333,76.69,77,99,12.93,EC,2022-09-30 18:25:45
411,Kandalaksha,67.162,32.4123,35.78,97,100,2.26,RU,2022-09-30 18:25:45
412,Iranshahr,27.2025,60.6848,88.14,40,0,4.61,IR,2022-09-30 18:25:46
413,Kyzyl-Suu,42.3414,78.0056,48.4,60,72,1.34,KG,2022-09-30 18:25:46
414,Ibra,22.6906,58.5334,78.03,71,27,8.3,OM,2022-09-30 18:25:46
415,San Vicente,-26.6167,-54.1333,61.11,99,96,2.28,AR,2022-09-30 18:25:47
416,Bud,39.447,-86.1758,69.75,59,0,9.82,US,2022-09-30 18:25:47
417,Pakpattan,30.341,73.3866,81.93,29,0,5.73,PK,2022-09-30 18:25:48
418,Ancud,-41.8697,-73.8203,52.32,79,74,5.12,CL,2022-09-30 18:25:49
419,Nemuro,43.3236,145.575,63.3,92,0,12.37,JP,2022-09-30 18:25:49
420,Flagstaff,35.1981,-111.6513,74.05,32,0,8.05,US,2022-09-30 18:25:49
421,Grand Gaube,-20.0064,57.6608,70.2,75,4,1.99,MU,2022-09-30 18:25:50
422,Savalou,7.9281,1.9756,72.64,93,91,1.74,BJ,2022-09-30 18:25:50
423,Flinders,-34.5833,150.8552,55.18,89,98,1.99,AU,2022-09-30 18:25:51
424,Tateyama,34.9833,139.8667,72.1,86,22,17.38,JP,2022-09-30 18:25:51
425,Gondar,12.6,37.4667,58.01,83,74,3.74,ET,2022-09-30 18:20:55
426,Aguimes,27.9054,-15.4461,72.66,78,75,20.71,ES,2022-09-30 18:25:51
427,Mwene-Ditu,-7.0,23.45,71.89,68,47,1.54,CD,2022-09-30 18:25:52
428,Gravdal,68.1214,13.5031,40.89,87,0,4.61,NO,2022-09-30 18:25:53
429,Lahat,-3.8,103.5333,72.99,94,31,2.01,ID,2022-09-30 18:25:53
430,Hattiesburg,31.3271,-89.2903,78.22,43,0,14.97,US,2022-09-30 18:22:22
431,Roosendaal,51.5308,4.4653,59.11,55,100,9.22,NL,2022-09-30 18:22:22
432,Kavaratti,10.5669,72.642,81.3,77,96,11.9,IN,2022-09-30 18:25:54
433,Sioux Lookout,50.1001,-91.917,62.67,59,75,0.0,CA,2022-09-30 18:25:54
434,Lao Cai,22.4833,103.95,73.17,99,100,0.27,VN,2022-09-30 18:25:55
435,Doha,25.2867,51.5333,88.11,68,0,10.36,QA,2022-09-30 18:25:55
436,Mildura,-34.2,142.15,59.81,62,100,7.36,AU,2022-09-30 18:25:55
437,Namwala,-15.7504,26.4384,79.72,21,0,7.81,ZM,2022-09-30 18:25:56
438,Mercedes,-34.6515,-59.4307,71.85,28,4,7.65,AR,2022-09-30 18:25:56
439,Antofagasta,-23.65,-70.4,60.08,67,5,9.73,CL,2022-09-30 18:25:57
440,Turkistan,43.0,68.0,54.39,26,67,27.27,KZ,2022-09-30 18:25:57
441,Coquimbo,-29.9533,-71.3436,56.93,82,75,11.5,CL,2022-09-30 18:25:57
442,San Cristobal,7.7669,-72.225,75.38,49,96,5.7,VE,2022-09-30 18:25:58
443,Merritt,50.1123,-120.7942,69.28,52,6,0.87,CA,2022-09-30 18:25:58
444,Palana,59.1167,159.9667,35.96,93,99,10.11,RU,2022-09-30 18:25:59
445,Ponta Delgada,37.7333,-25.6667,75.51,88,75,3.44,PT,2022-09-30 18:26:00
446,Charters Towers,-20.1,146.2667,64.33,78,72,7.36,AU,2022-09-30 18:26:00
447,Araouane,18.9048,-3.5265,99.82,13,13,10.25,ML,2022-09-30 18:26:00
448,Muravlenko,63.7898,74.523,31.21,62,100,2.73,RU,2022-09-30 18:26:01
449,Beringovskiy,63.05,179.3167,39.92,82,100,23.44,RU,2022-09-30 18:26:02
450,Rio Grande,-32.035,-52.0986,62.71,86,100,11.81,BR,2022-09-30 18:26:02
451,Lavrentiya,65.5833,-171.0,34.05,71,43,10.04,RU,2022-09-30 18:26:03
452,Luena,-11.7833,19.9167,65.48,67,72,3.51,AO,2022-09-30 18:27:04
453,Susanville,40.4163,-120.653,67.66,41,0,8.01,US,2022-09-30 18:27:04
454,Coolidge,32.9778,-111.5176,93.42,29,6,3.06,US,2022-09-30 18:23:35
455,Altay,47.8667,88.1167,27.77,54,0,2.08,CN,2022-09-30 18:27:05
456,Ambon,-3.6954,128.1814,77.14,94,40,2.3,ID,2022-09-30 18:27:05
457,Chippewa Falls,44.9369,-91.3929,68.18,54,0,8.05,US,2022-09-30 18:25:02
458,Lashio,22.9333,97.75,68.25,98,93,1.95,MM,2022-09-30 18:27:06
459,Rock Sound,24.9,-76.2,81.18,78,90,12.19,BS,2022-09-30 18:27:07
460,Solnechnyy,50.7214,136.6319,41.88,83,100,5.21,RU,2022-09-30 18:27:07
461,Sao Joao Da Barra,-21.6403,-41.0511,73.49,69,95,9.75,BR,2022-09-30 18:27:07
462,Katsuura,35.1333,140.3,71.92,82,43,13.0,JP,2022-09-30 18:27:08
463,Cap Malheureux,-19.9842,57.6142,66.47,75,5,1.99,MU,2022-09-30 18:27:08
464,Koygorodok,60.445,50.9968,36.36,93,100,7.7,RU,2022-09-30 18:27:09
465,Atessa,42.0693,14.4511,70.61,66,84,4.0,IT,2022-09-30 18:27:09
466,Puerto Madero,14.7208,-92.4215,89.8,70,20,5.75,MX,2022-09-30 18:27:10
467,Rusera,25.75,86.0333,82.9,66,44,6.64,IN,2022-09-30 18:27:10
468,Athens,37.9795,23.7162,78.19,53,0,1.01,GR,2022-09-30 18:25:13
469,Itaituba,-4.2761,-55.9836,95.16,49,40,5.75,BR,2022-09-30 18:27:11
470,Hillsboro,45.5229,-122.9898,62.44,85,100,6.91,US,2022-09-30 18:25:04
471,Leshukonskoye,64.8989,45.7622,37.96,97,100,8.46,RU,2022-09-30 18:27:12
472,Medea,36.2642,2.7539,57.07,77,88,4.92,DZ,2022-09-30 18:27:12
473,Itarema,-2.9248,-39.9167,85.26,59,16,18.19,BR,2022-09-30 18:27:13
474,Richards Bay,-28.783,32.0377,72.5,82,6,8.5,ZA,2022-09-30 18:27:13
475,Sapa,5.1544,120.3241,81.32,76,89,2.84,PH,2022-09-30 18:27:14
476,Russell,32.3502,-85.1999,77.97,46,0,10.36,US,2022-09-30 18:27:14
477,Rafai,4.95,23.9167,70.12,91,91,0.43,CF,2022-09-30 18:27:14
478,Asfi,32.2994,-9.2372,70.84,63,1,23.71,MA,2022-09-30 18:27:15
479,Rawson,-43.3002,-65.1023,62.64,49,97,8.86,AR,2022-09-30 18:27:06
480,Saint Anthony,45.0205,-93.218,72.79,43,0,11.5,US,2022-09-30 18:27:16
481,Broome,42.2506,-75.833,60.46,63,0,1.99,US,2022-09-30 18:27:16
482,Rakaia,-43.75,172.0167,32.38,92,66,5.23,NZ,2022-09-30 18:27:17
483,Chongqing,29.5628,106.5528,80.22,73,0,6.71,CN,2022-09-30 18:27:18
484,Novikovo,51.1537,37.8879,62.08,76,44,5.77,RU,2022-09-30 18:27:18
485,Cabo San Lucas,22.8909,-109.9124,94.3,62,0,9.22,MX,2022-09-30 18:27:19
486,Haines Junction,60.7522,-137.5108,51.75,50,89,2.3,CA,2022-09-30 18:27:19
487,Paris,48.8534,2.3488,60.12,66,0,8.05,FR,2022-09-30 18:22:35
488,Gat,31.61,34.7642,87.4,61,0,9.48,IL,2022-09-30 18:26:09
489,Huarmey,-10.0681,-78.1522,67.14,72,71,10.71,PE,2022-09-30 18:27:21
490,Grand-Santi,4.25,-54.3833,99.03,26,17,4.52,GF,2022-09-30 18:27:21
491,Tomatlan,19.9333,-105.25,88.41,59,32,5.39,MX,2022-09-30 18:27:22
492,Gbadolite,4.2833,21.0167,71.65,93,83,2.21,CD,2022-09-30 18:27:22
493,Toguchin,55.2353,84.3858,25.54,90,33,4.38,RU,2022-09-30 18:27:23
494,Sexsmith,55.35,-118.786,52.95,87,75,5.75,CA,2022-09-30 18:27:23
495,Kokopo,-4.352,152.2633,77.18,83,12,9.69,PG,2022-09-30 18:27:23
496,Clyde River,70.4692,-68.5914,30.43,80,100,20.71,CA,2022-09-30 18:25:55
497,Ust-Maya,60.4167,134.5333,22.66,95,39,3.8,RU,2022-09-30 18:27:24
498,Nalut,30.3333,10.85,88.72,24,88,15.43,LY,2022-09-30 18:28:25
499,Brewster,41.3973,-73.6171,63.14,68,40,6.91,US,2022-09-30 18:28:25
500,Mahbubabad,17.6167,80.0167,74.34,98,100,3.96,IN,2022-09-30 18:28:25
501,Itinga,-16.6131,-41.7653,85.68,45,99,8.14,BR,2022-09-30 18:28:26
502,Keuruu,62.2667,24.7,42.98,95,100,2.37,FI,2022-09-30 18:28:26
503,Rabat,33.9911,-6.8401,68.16,76,40,9.22,MA,2022-09-30 18:28:13
504,Taperoa,-7.2075,-36.8267,90.77,26,64,13.11,BR,2022-09-30 18:28:27
505,Mali,12.079,-12.2982,66.54,88,100,3.09,GN,2022-09-30 18:28:27
506,Waitati,-45.75,170.5667,38.8,79,3,3.4,NZ,2022-09-30 18:28:28
507,Buin,-33.7333,-70.75,79.88,30,44,4.9,CL,2022-09-30 18:28:28
508,Gornopravdinsk,60.05,69.9,26.46,75,11,0.49,RU,2022-09-30 18:28:29
509,Termiz,37.2242,67.2783,75.29,20,0,4.61,UZ,2022-09-30 18:28:29
510,Rio Gallegos,-51.6226,-69.2181,53.65,30,75,9.22,AR,2022-09-30 18:28:30
511,Kiruna,67.8557,20.2251,31.12,74,75,4.61,SE,2022-09-30 18:28:30
512,Salalah,17.0151,54.0924,80.69,89,75,5.75,OM,2022-09-30 18:28:30
513,Birao,10.2849,22.7882,78.76,68,78,3.65,CF,2022-09-30 18:28:31
514,Hengyang,26.8881,112.615,81.68,52,38,4.27,CN,2022-09-30 18:28:32
515,Bandarbeyla,9.4942,50.8122,78.49,80,47,20.71,SO,2022-09-30 18:28:32
516,Assiniboia,49.6334,-105.9845,66.02,39,100,17.27,CA,2022-09-30 18:24:13
517,Chicama,-7.8447,-79.1469,59.54,59,74,11.32,PE,2022-09-30 18:28:33
518,Coihaique,-45.5752,-72.0662,57.15,35,20,8.05,CL,2022-09-30 18:28:34
519,Camocim,-2.9022,-40.8411,87.73,57,27,19.93,BR,2022-09-30 18:28:34
520,Casambalangan,18.3765,122.1274,79.52,84,11,5.86,PH,2022-09-30 18:28:35
521,Juneau,58.3019,-134.4197,53.6,97,100,3.44,US,2022-09-30 18:24:07
522,Quatre Cocos,-20.2078,57.7625,69.91,74,8,11.43,MU,2022-09-30 18:28:35
523,Carballo,43.213,-8.691,64.09,80,100,3.4,ES,2022-09-30 18:28:36
524,Eyemouth,55.8713,-2.0901,54.23,81,67,19.91,GB,2022-09-30 18:28:36
525,Otradnoye,59.7775,30.8181,46.96,96,80,6.08,RU,2022-09-30 18:23:55
526,Hengshan,45.2,130.9167,60.26,86,100,11.03,CN,2022-09-30 18:28:36
527,Gorin,51.1983,136.6669,42.28,77,100,7.43,RU,2022-09-30 18:28:37
528,Talgar,43.3027,77.2395,35.76,35,100,4.47,KZ,2022-09-30 18:28:37
529,Coos Bay,43.3665,-124.2179,68.99,97,20,11.5,US,2022-09-30 18:25:29
530,Marawi,7.9986,124.2928,68.74,94,97,1.32,PH,2022-09-30 18:28:38
531,Tigil,57.8,158.6667,36.36,96,78,7.38,RU,2022-09-30 18:28:38
532,Smirnykh,49.75,142.8333,42.64,90,81,3.09,RU,2022-09-30 18:28:40
533,Tonj,7.2737,28.6822,73.72,83,66,1.72,SS,2022-09-30 18:28:40
534,San Patricio,28.017,-97.5169,89.55,41,0,5.91,US,2022-09-30 18:28:41
535,Nizwa,22.9333,57.5333,81.9,49,5,6.62,OM,2022-09-30 18:28:41
536,Ambilobe,-13.2,49.05,69.4,71,14,3.58,MG,2022-09-30 18:28:41
537,Padang,-0.9492,100.3543,76.3,96,100,2.46,ID,2022-09-30 18:28:42
538,Sorong,-0.8833,131.25,76.8,90,98,4.7,ID,2022-09-30 18:28:42
539,Bela,25.9333,81.9833,79.7,60,0,2.53,IN,2022-09-30 18:28:43
540,Hofn,64.2539,-15.2082,51.82,71,100,10.36,IS,2022-09-30 18:24:40
541,Maragogi,-9.0122,-35.2225,79.09,67,86,10.8,BR,2022-09-30 18:28:44
542,Conceicao Da Barra,-18.5933,-39.7322,75.72,69,82,12.62,BR,2022-09-30 18:28:44
543,Port-Cartier,50.0334,-66.8654,55.08,47,38,12.3,CA,2022-09-30 18:29:45
544,Thunder Bay,48.4001,-89.3168,64.38,48,75,2.3,CA,2022-09-30 18:25:37
545,Chernyshevskiy,63.0128,112.4714,24.35,75,95,2.24,RU,2022-09-30 18:29:45
546,Lazaro Cardenas,17.9583,-102.2,85.39,68,53,2.82,MX,2022-09-30 18:29:45
547,Christchurch,-43.5333,172.6333,36.32,93,80,2.3,NZ,2022-09-30 18:29:46
548,Banda Aceh,5.5577,95.3222,78.75,84,97,11.99,ID,2022-09-30 18:29:46
549,Saquena,-4.6667,-73.5167,80.2,78,63,6.87,PE,2022-09-30 18:29:46
